videoId,videoTitle,comment,author,likeCount,publishedAt
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"The dbrand stat is a bit misleading cause a they are still a tech y company that not all the mainstream users know about, so they get higher sales from tech savvy users who tend to buy the highest end iPhones and, b their products are quite premium which means only those who can afford high end phones will think of buying dbrand products which would be the buyers of the Pro Max.",@abdullahalshafeechowdhury4167,14122,2025-09-26T21:25:11Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,For a second thought the video wasnt playing,@sujboi1,5507,2025-09-27T02:54:49Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Legendary intro as always,@SimplyPops,6955,2025-09-26T21:04:12Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Seems like the color scheme this year has been inspired from Tom and Jerry cartoon.,@syedshafiqulislam2752,192,2025-09-30T15:50:34Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Me thinking my internet is slow at the beginning,@theboys9105,2805,2025-09-26T22:41:28Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I think DBrand is a premium player for cases, hence the sales being higher for Pro Max because if you re spending that much, you re getting the best case. iPhone 17 buyers are usually more economical oriented If you buy an Air, who is buying a case",@PoThePanda007,3005,2025-09-26T21:06:13Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Insane refresh pull,@stephl3517,2215,2025-09-26T21:01:31Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"Just bought the pro max and I felt bad about aluminum, sucks, the phone actually does look good but leather is looking much better on it",@ArloVance765,187,2026-01-13T17:35:43Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Bro made a better commercial than Apple,@aquibNawab9009,1712,2025-09-26T21:40:25Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,when the intro animation is better than the actual apple presentation... you know its MKBHD,@harshvpandey101x,465,2025-09-27T03:45:01Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,It s so funny I only watch your reviews before deciding what to buy. Appreciate it,@ZetroidX,3,2025-10-20T13:48:53Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The intro is absolute cinema.,@Darrenwatkins-r6q,515,2025-09-26T21:03:00Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"This is one thing I like and respect about Marques, he uses a lot of other YouTubers expertise, for example 8 36 , to show case different aspects that a phone has. It s exactly like reading a research paper and author citing another author.",@advait05,955,2025-09-27T08:20:38Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The quality of your production is next level,@woodmicha,1079,2025-09-28T02:10:15Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"6 16 my thoughts exactly, I got orange bc it was actually pretty neat in person but still black is always the cleanest color on phones",@ndh2002,33,2025-10-09T17:59:26Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Holy refresh,@fajrulfarihin6405,1268,2025-09-26T21:01:16Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,that intro made me feel some type of way,@donutmcmuffin3916,780,2025-09-26T21:01:42Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I upgraded from the 13 pro max, got the 17 pro max yesterday. The one thing that maybe surprised me the most are the speakers. They sound so good compared to the 13. Didn t really know there was that big of a difference tbh",@cassteunebrink7644,816,2025-09-28T09:23:45Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"You've gained a subscriber for not treating a simple traffic stop like the end of the world. Thank you, and continue to make great content!",@arguedscarab7985,14,2025-09-30T13:50:08Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,HTX Studio's videos are truly amazing. Thank you for expressing your appreciation for them.,@NanoDoze,639,2025-09-26T23:14:35Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"The dbrand stat is such a crazy choice lol.. Owner of country limited niche custom car paint job business oh wow, seems most cars have really high end engines!!",@DrKanin,215,2025-09-27T09:20:18Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"New sub today, but I've been watching for ages! Huge day for me! I pre ordered the iPhone 17 Pro Max in Cosmic Orange four weeks ago and it's arriving today! It's going to be my very first iPhone ever I've been on a Samsung S9 since 2018! Massive upgrade, wish me luck with the switch!",@FaridTBE,3,2025-10-14T01:33:37Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I bit the bullet and ordered the 17 Pro Max on Wednesday. I m coming from a 12 mini that s served me well for 4 years but in that time, I went from having 20 20 vision to needing glasses I m so hyped for my new phone!!",@leahevehumphries,535,2025-09-26T21:42:10Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,He's killing it in intro,@kulnoormakkar537,286,2025-09-26T21:02:23Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I think the reason there is no black or dark neutral color is because Apple is trying to use color to distinguish its products from others, and thus serve as a sales marketing strategy. If they offered darker colors, then it looks very similar to other competing products. By having these quirky colors like orange, it is really obvious to others who has the iPhone17 Pro assuming a case doesn't cover up the color",@austinxiong4211,267,2025-09-26T21:45:02Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Love it. Appreciate the dependable reviews. Well crafted. Easy to follow. Informative. Keep up the good work!,@bonganthony88,1,2025-09-30T16:38:05Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I rarely watch something in full screen on my computer, but the production quality of the intro made me go into full screen. Respect!",@lightningsun1446,105,2025-09-26T22:36:17Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I'm happy that HTX studio got mentioned by Marquess. that channel deserves a much larger audience.,@Mas.Chikkind,124,2025-09-26T22:08:52Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Air owners doesn't want a case it defeats the purpose haha,@anthonyneilsonofficial8279,107,2025-09-27T03:07:18Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The intro music is awesome!,@aliciafrappantbas,2,2026-01-31T20:57:50Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Here before the video has even finished processing loving this 480p it's really doing a great job erasing all the hard work you put into the intro,@coleydotmp4,122,2025-09-26T21:06:21Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,MKBHD always giving us 21st Century Fox intros and then The Office style videos,@rileynunchuck94,54,2025-09-26T21:14:41Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,2021 MKBHD Apple may likely remove ports from iPhone 13s 2025 Apple meanwhile custom prints 3D to fit a USB C port in its new Air phone,@AchyutChaudhary,51,2025-09-26T21:17:57Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I'm always very impressed by the editing of these videos,@chillitsjustace,0,2026-05-22T10:56:36Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I know it's not the point of the video, but 4 15 is the best explanation of RAW photo and video I've ever seen, and I now understand why it makes a difference to use RAW recording. I always thought it was just higher, uncompressed data, so it makes it easier to change later I didn't realize until now that that's because it's just the information from the sensor displayed in a way that you can see as a photo. And that's really cool! Thanks, Marques!",@PaleCentaur,152,2025-09-27T11:52:17Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I don t get the hate for the orange colour, I think we have been calling for interesting pro colours and they ve finally delivered",@BambulousBlbry,128,2025-09-26T21:02:26Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Youtubers giving references to other youtubers is such a positive thiing to the society.,@talhaijaz6218,72,2025-09-27T11:50:52Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"Probably the highest production quality review of MKBHD I've ever seen. Felt really smooth, cinematic, warm and polished. Thank you to Marques and the team!",@denisyosifov3407,1,2025-09-29T02:03:00Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"The dbrand statistics doesn t paint the full picture, because it s worth remembering that people who have the disposable income to spend buying the more expensive products Pro and Pro Max customers will also be more likely to also buy expensive accessories to go with their phone, whereas more regular model owners are more likely to save costs where they can and not buy unnecessary additions to their phone, as long as it does its job.",@Shft-T4b,68,2025-09-27T13:44:13Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I like how the other reviewers you shout out go into depth about specific characteristics, and you use that to base your opinion about it.",@DiamondMaster115,73,2025-09-26T21:18:38Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,You always bring the heat,@bubbie23jw,0,2025-12-02T12:49:20Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"4 20 Honest to god, as a regular schmuck who isn t a video nerd I think this part where you recorded with the iPhone looks better than the rest of the video.",@MrThedennisblack,58,2025-09-26T23:46:48Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Legendary intro!! And SUPER cool of you for never hesitating to shout out other Youtube channels this round it is HTX studios and of course Jerryrigeverything . I absolutely love HTX Studios.,@samchen9951,32,2025-09-28T10:51:07Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Outstanding review as always! Your production quality continues to set the bar incredibly high that intro was absolutely cinematic. The balanced analysis of the Pro's features and the paradox concept is spot on. Love how you incorporate other creators' expertise too. Thanks for another thorough and engaging tech review!,@cyber_tech_rahit,0,2025-09-29T14:24:10Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,This intro is more cinematic than the actual reveal,@esprmusic,18,2025-09-26T21:08:37Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,How is that his intros alone are better than Apple? lol 0 18,@JeremyNixon-n6r,6,2025-09-26T23:40:17Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,4 00 damn that footage is crispy,@adlerz5433,66,2025-09-26T21:10:22Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Very reliable source of information.,@GeranoDisora,1,2025-10-09T15:22:47Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,This might be the most Pro iPhone yet,@JoeyStark-l2l,19,2025-09-27T00:42:36Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,i upgraded from my 12 pro to the 17pro max i was lucky if i got 3hrs of screen time on my 12 so now having the ability to go all day and still have 30 50 battery left is a game changer,@HouleiO,64,2025-09-26T21:16:03Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,These videos have now become a movie experience. Started watching them on the big screen with surround sound turned on,@RocheAnton,19,2025-09-27T06:38:02Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Quality of your video editing is next level,@danielchow8761,0,2025-12-21T16:19:21Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I m happy as hell my iPhone 17 pro max 1tb finally came in ! I m watching reviews for no reason at this point !,@KhariConception,66,2025-09-26T21:05:04Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,How good is that production and editing,@VardaanChawla,20,2025-09-28T11:04:08Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Your entrance is always so great 0 23,@Benfami_G,14,2025-09-26T21:27:28Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,1 35 Does d brand sales actually match the sales number of apple? The ones who buy the most expensive phones are probably the ones who are more likely to get expensive protection like d brand right?,@josephdiao8149,154,2025-09-29T12:28:45Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"The reason the pros and pro max sell so much is because once you buy one, even after a couple of years, your only upgrade path is another pro since your old pro is probably still better than the new base.",@BryantAvant,79,2025-09-27T17:33:20Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,That intro is low key tougher than the official Apple intro,@cobraclan188,12,2025-09-26T21:49:17Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The absolute king of tech reviews!,@scupking,7,2025-09-27T01:53:04Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Excellent coverage of the topic.,@RLLEMMO,0,2025-10-04T16:50:20Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Your intros are the absolute best in the business. OMG You outdo yourself every single year.,@DrewTheKid_,8,2025-09-27T00:40:42Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Loving the intros,@djwillofficial,26,2025-09-26T21:08:45Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"Yours is the only review I always watch. As a chat support at tmo , I always recommend your videos to customers who want to fully understand the phone they're planning to purchase. I provide them with the basic specs, but I always tell them to check out your review if they want a deeper insight",@LivingSoul16,20,2025-09-26T21:12:37Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,the intro! Why did a pixel never get such a good intro!,@therahulhimanshu,15,2025-09-27T08:15:25Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I purchased that weather app after seeing your last video. Thank you.,@LCopJunior,7,2025-09-26T22:23:14Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The orange color is fire,@Noulvari,125,2025-09-26T21:01:22Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,That intro was just something else... Great presentation,@eChipIQ,0,2025-09-29T11:26:22Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,For the first time ever... felt like an iPhone promo rather than a MKBHD REVIEW,@asifmohamed5348,10,2025-09-28T08:21:16Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,We welcome the new iPhone is such a hilarious statement,@Lances_45,4,2025-09-28T11:34:38Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Love that HTX got a shoutout! His video's incredible!,@Arcwise1,19,2025-09-26T23:16:07Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The production is top notch.,@SamanthaAlexander-d5l,0,2025-10-13T19:14:37Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"1 42 I d imagine these numbers aren t super close to the real apple sales figures because, if you re buying a 17 Pro Max or a Pro, you re probably more techy and DBrand targets techy people for their advertising, so those numbers are inflated, and if you re buying an Air there s a good chance you just won t get a case because the entire reason anybody is getting one is just because it s super thin. A case makes it less thin.",@What-thaW,92,2025-09-26T21:22:10Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Looks like Apple Commercial rather than a review. Only PROS no CONS.,@ganesht241,7,2025-09-27T05:51:21Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The Video and Production Quality,@rohittrahim7602,4,2025-09-27T17:31:18Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I ve been thinking of buying this and this really helps! Thank you!,@HathiRulez,0,2026-04-20T15:45:45Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Watching on my 15 plus that I ll be keeping for one more year,@laa98l,10,2025-09-27T04:52:32Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Soooo underrated. Coming from the 16 pro.. I got the black iPhone 17 and i looveeee it Highly recommend the iPhone 17,@nicoletiana,5,2025-09-28T05:40:30Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,always next level,@maptaulislamtaraq6454,0,2025-10-24T16:29:12Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,The greatest paradox of the iPhone 17 Pro the most pro iPhone ever is also the most mainstream phone Apple has ever made.,@TomScryleus,60,2025-09-27T05:16:44Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Whoever made that intro deserves a massive raise,@HeisenbergFam,15,2025-09-26T21:06:29Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Color choice is a deliberate marketing choice. They want you to be a walking AD for Apple even more,@klopakarus,7,2025-09-27T11:19:57Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"Excellent review on your smartphone, thanks for the video!",@This_Happened_To_Me_Stories,0,2026-04-08T09:13:21Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"Hello! MKBHD, this review was worth the wait.",@nicklaw8,12,2025-09-26T21:04:13Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,5 46 This makes it more durable sounds like a joke after a series of completely failed drop tests,@VSPlum,19,2025-09-27T17:53:34Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,0 27 if Oppenheimer had an iphone,@kanu_reeves999,7,2025-09-27T05:04:21Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,This September has been extra grinding!,@justingarfield581,13,2025-09-26T22:07:08Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Still hilarious that Jobs got everyone to call this thing a phone another 20 minute device review without a word that relates to the fact it makes calls.,@TheFM_Club,7,2025-09-27T13:44:51Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,This feels like the shortest iPhone pro review man has ever done,@quan_snr6532,5,2025-09-28T09:27:56Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,Love your reviews. And the thermal,@Bryanboi100,0,2026-02-20T23:10:38Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,"I just gotta say I really love that you put your ads at the end of your videos Marques. Makes it so we don t have to watch them, I really appreciate that.",@jumbolarge108,6,2025-09-28T06:18:57Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,1 34 Could it not just be the case that people who buy the more expensive phone are likely to spend more to protect customise it?,@Acquirer95,161,2025-09-26T21:10:10Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,I refreshed video 10 times until realising,@pred4tor713,9,2025-09-26T21:03:26Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,3 52 the flares are from the sapphire lenses,@PrestoMoto02,13,2025-09-28T23:04:16Z
q0aFOxT6TNw,iPhone 17 Pro Review: Paradox in a Box!,3 19 I for real just went full Kill Bill mode. DESTROY IT.,@pinoytrash,16,2025-09-26T23:05:12Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Really Great for iPhone 17,@mujibur.rahman,14,2025-09-18T09:22:56Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Khup khup chan nice video of iPhone in Marathi masta god bless you,@ketanhande,0,2025-09-21T02:43:53Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Good Information,@DattaramSakpal-q5r,0,2025-10-29T04:58:32Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,2 min sathi vatal mich ghetla new phone nice video..,@sanyuktaachavhan,3,2025-09-18T09:52:29Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Dada mi gheycha vichar kart hoto maz chalel Android to iOS shift hoych but thode doubts hote pn ata mi iPhone 17 ghetla khup mast ahe tuzi madat khup zali dada ya guide mule thanks Arun da pistol green color khup bhari vatto,@SusmitBhoir,2,2025-11-01T17:48:16Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Details in his video always i mean just look at background racket it has a apple box on it a nice plant in corner to get a perfect composition hat's off to team,@kuldeeppatil608,0,2025-09-19T11:58:25Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,All in one,@L-J-channel-g8m,0,2025-09-27T09:02:33Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Iphone air cha vd havache dada. Jabardast avadlela ahe look la pan in depth vd baghychi echa ahe,@shantanusawant3986,0,2025-09-20T12:22:02Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,7 40 make video of all iPhone 17 series,@SahilAdsul-v8g,2,2025-09-18T15:59:57Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Yes. iPhone Air video needed,@sandeepdandekar443,0,2025-09-22T12:12:35Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Battety backup kami asato basic variant cha,@Yogeshbagul007,0,2025-09-20T03:47:17Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Apple na environment protection shi shappat ghelti ek ek ghosti kadat ahe,@prarabdhagawande16,2,2025-09-18T12:11:02Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Please make a video about alternatives available for I phone . Needless to say that the price tag of I phone is pretty high .,@vinayakgovitrikar354,0,2025-09-20T07:06:29Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,iPhone 17 cha full review ch video kadi yenar ahe sir iPhone 17 full wadhiv ahe mast,@rushikeshadagale1932,0,2025-10-07T08:35:16Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,"I would like to hear a comparative study of iPhone17 17 Pro, from you...",@coomarz,0,2025-09-19T13:13:50Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Air cha 1 video ani 17 base ani air ch comparison plz,@nileshbhosale1790,0,2025-09-19T03:39:42Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Samsung s26 che asach same video details madhe ahe asel tr link share kara sir,@narendramugdyal2141,0,2026-05-26T17:19:09Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,I phone 17 mdhun Bagto ahe,@KalpeshSurwade-r4b,0,2026-05-15T18:24:31Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,17 cha long term review,@Y14591,1,2025-09-18T10:23:24Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Sadhi 100 rs chi tempered glass lavlyavar reflective display la kahi problem yeu shakto ka,@prajwalkamthe9441,0,2026-04-28T17:10:16Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Majhya kade iphone 16 ahe. Apple store madhye jaun exchange offer madhye iphone 17 gheta yeil ka ?,@aniruddhakaslikar2987,0,2025-09-18T20:03:53Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,"Sir, tumcha video baghun ani etar details check kelyavar, 74k chya jagi 81 la book kelela iphone 16 pro mi cancel kela attach. Ani ata 17 base model book karnar karan mazi real use case 17 base model perfect fullfill karat ahe, rather than 3 nos rear camera and titanium stuff in 16 pro. Thanks sir, vachalo mi, 6k jast deun old model less value addition aslela phone galyat padla asta.",@Soulhunter03,0,2025-09-22T15:37:49Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,For photographers which is best 17 or 17 prob,@funwith__Aayush,0,2025-09-19T17:17:33Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,"Hyii.. Can u make a video between Iphone 17 Basic Model 6.3 vs Google Pixel 10 Pro Model 6.3 as I'm bit confused which one to buy. My priority while buying a smartphone is Best Cameras for Photography Videography, latest AI features along with better fast charging Battery Life.",@mkshirsagar89,0,2025-09-21T12:12:47Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Hello Sir Ek confirm kara ata tumhi sangta ghya nantr 4 5 months ni tya madhe parat video banvun sangta ka nahi ghyaycha iphone 17 . We trust you we are big fan of yours. But ata investment karun parat problem peksha we want something clear video. Also required s24ultra and 17 compare video due to the same price. But confused,@omkarlokhande7927,0,2025-09-18T11:29:51Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,17 is best but fAkt ekch kami rahili trple camera wala look ch bhari vatato.. Tich pahchan h iphone chi,@ascreation2853,0,2025-09-18T12:56:26Z
S8OLsdPNTHc,Apple ने काय mast phone बनवलाय 🤩 iPhone 17 Unboxing &amp; Quick Review!,Dada calculation correction with 5k discount 77k nahi 78k madhe yenar,@satishgangatiware3050,0,2025-10-21T03:39:55Z
